gene_name,gene_length,gene_type,gene_chr
Pou3f1,3848.0,,
Copz1,27154.0,protein_coding,chr15
Tmem42,2379.0,,
Fbxo16,57355.0,protein_coding,chr14
Eid2,1391.0,protein_coding,chr7
Epm2a,116240.0,protein_coding,chr10
Slc36a1,31980.0,protein_coding,chr11
Kcnh1,319385.0,protein_coding,chr1
Gm26936,40851.0,lincRNA,chr1
Zfp788,18327.0,protein_coding,chr7
Cd320,6683.0,protein_coding,chr17
Fancg,8163.0,protein_coding,chr4
Sf1,14340.0,,
Aagab,41928.0,protein_coding,chr9
Cmya5,104011.0,protein_coding,chr13
Hcn3,14122.0,,
Aloxe3,23219.0,protein_coding,chr11
Zcchc12,3254.0,,
Plxna1,46306.0,protein_coding,chr6
Rnf168,23975.0,,
Desi1,41339.0,,
Ube3b,40562.0,protein_coding,chr5
Nox1,135535.0,,
Rgs14,14955.0,,
Ptdss1,65571.0,,
4921534H16Rik,8755.0,antisense,chr9
Tmem19,22827.0,,
Gm16153,14336.0,,
Bola3,10989.0,,
Atp6v1e1,28488.0,protein_coding,chr6
Sbk1,22397.0,protein_coding,chr7
Gm26724,2039.0,lincRNA,chr17
Zfp787,24506.0,protein_coding,chr7
Fam189a2,58269.0,protein_coding,chr19
Sdhc,23438.0,protein_coding,chr1
Syndig1,175181.0,protein_coding,chr2
Lrrc8a,26075.0,protein_coding,chr2
Myo5b,330557.0,protein_coding,chr18
Hemk1,11266.0,protein_coding,chr9
Myo1d,297899.0,protein_coding,chr11
Elp5,14295.0,protein_coding,chr11
Rtn2,13536.0,protein_coding,chr7
Rars,26125.0,,
Thumpd3,22048.0,protein_coding,chr6
Lamp2,55097.0,,
Mal2,31655.0,protein_coding,chr15
Sec22c,25445.0,protein_coding,chr9
4933439C10Rik,7985.0,processed_transcript,chr11
Spats2,87299.0,protein_coding,chr15
AI854703,6925.0,,
Zfp46,9259.0,protein_coding,chr4
Tppp3,4033.0,,
Uros,23829.0,protein_coding,chr7
Nicn1,6069.0,,
Hnrnpll,32847.0,,
Phf8,113187.0,,
Tmem219,36746.0,protein_coding,chr7
Gpr173,25106.0,,
B130055M24Rik,11724.0,processed_transcript,chr7
9430060I03Rik,17064.0,,
Pwp2,14240.0,,
Zfp574,10925.0,protein_coding,chr7
Prpf8,22633.0,protein_coding,chr11
C77080,41826.0,protein_coding,chr4
Ctnnb1,31291.0,,
Scp2,101159.0,protein_coding,chr4
Etfdh,25712.0,protein_coding,chr3
Mettl4,27429.0,protein_coding,chr17
Ptges3,18318.0,protein_coding,chr10
Rpl36a,2408.0,protein_coding,chrX
2410018L13Rik,56287.0,,
Ube2z,17956.0,protein_coding,chr11
Lin7c,10150.0,protein_coding,chr2
Wdr20,66294.0,protein_coding,chr12
Zmat2,5790.0,,
Ssna1,1399.0,protein_coding,chr2
Akap17b,37081.0,protein_coding,chrX
Mrpl52,2847.0,protein_coding,chr14
H1fx,1216.0,,
Zc3h6,51161.0,,
Immt,46057.0,,
Gid8,8616.0,,
Grp,13776.0,protein_coding,chr18
Cyth3,87803.0,protein_coding,chr5
Slc39a13,8626.0,,
Alkbh3,30257.0,protein_coding,chr2
Btbd8,73210.0,protein_coding,chr5
C2cd3,97919.0,,
Serf2,9118.0,protein_coding,chr2
Ogfrl1,31348.0,protein_coding,chr1
Fbrsl1,86848.0,protein_coding,chr5
Mvp,27761.0,protein_coding,chr7
Tram1,25212.0,protein_coding,chr1
Tbcb,8141.0,protein_coding,chr7
Ino80b,3666.0,,
Tusc2,2857.0,,
Dph7,9763.0,,
Lemd3,55919.0,,
Stoml1,9356.0,protein_coding,chr9
Sin3a,56326.0,,
Xrcc6,52250.0,,
St18,373709.0,protein_coding,chr1
Lrrc47,9782.0,protein_coding,chr4
Ncbp2,13268.0,,
Zfp771,10529.0,protein_coding,chr7
Dusp15,10701.0,,
Zfp804a,206657.0,protein_coding,chr2
Col6a1,17376.0,,
Mpv17l,46458.0,,
Gm13830,18088.0,processed_transcript,chr5
Amn1,31565.0,,
1110017D15Rik,12324.0,protein_coding,chr4
Gm12122,,,
Ndufc2,7799.0,,
Tmem120a,8963.0,protein_coding,chr5
Klhdc4,33256.0,protein_coding,chr8
Nudt5,26876.0,protein_coding,chr2
Ablim3,112432.0,protein_coding,chr18
Sh3d19,159417.0,protein_coding,chr3
Plcxd2,50955.0,protein_coding,chr16
Bcs1l,4154.0,,
Tada3,11858.0,,
Mthfr,20474.0,protein_coding,chr4
Gstm1,5718.0,protein_coding,chr3
Rpl27a,3220.0,,
Ppp1r16b,100936.0,protein_coding,chr2
Pcmtd1,84708.0,protein_coding,chr1
Stambpl1,48104.0,protein_coding,chr19
Muc15,18187.0,protein_coding,chr2
Fank1,104671.0,protein_coding,chr7
Psma7,6059.0,protein_coding,chr2
Slco4c1,55901.0,protein_coding,chr1
Traf2,28958.0,,
Vopp1,97352.0,protein_coding,chr6
Ctbp1,27271.0,,
Scnm1,4475.0,,
Tmem198,6173.0,protein_coding,chr1
Anks1,153469.0,protein_coding,chr17
Ube2g2,23718.0,protein_coding,chr10
Wdr83,6271.0,,
Smn1,12838.0,,
Rnf40,16032.0,protein_coding,chr7
Rps7,5099.0,,
Cbx7,55312.0,protein_coding,chr15
Gas2,132960.0,protein_coding,chr7
Smu1,21381.0,,
Cyc1,2737.0,protein_coding,chr15
Mcts1,12848.0,protein_coding,chrX
Mcmdc2,33447.0,,
Ets2,18976.0,protein_coding,chr16
Tmem216,22373.0,,
1700023F06Rik,9614.0,protein_coding,chr11
Snx17,5916.0,,
Hells,40136.0,,
Rcor3,39516.0,,
Frrs1l,33218.0,protein_coding,chr4
Catsperg1,32714.0,protein_coding,chr7
Stk4,85202.0,protein_coding,chr2
Kat5,7223.0,protein_coding,chr19
Galnt2,114333.0,protein_coding,chr8
Gm15283,106775.0,,
Eif2b3,67904.0,protein_coding,chr4
Zfp326,39253.0,protein_coding,chr5
Sema6d,577801.0,protein_coding,chr2
Ppat,38329.0,protein_coding,chr5
Ppif,6314.0,,
Aldh18a1,38206.0,protein_coding,chr19
Prpf4,18193.0,,
Foxn3,373504.0,protein_coding,chr12
Pbx2,6134.0,protein_coding,chr17
Bub3,11673.0,,
Txndc15,11577.0,protein_coding,chr13
Stxbp4,161592.0,protein_coding,chr11
Tex2,111276.0,protein_coding,chr11
Polr2h,4602.0,protein_coding,chr16
Snx18,26385.0,protein_coding,chr13
Med15,81683.0,protein_coding,chr16
Pdxdc1,69983.0,protein_coding,chr16
Slc22a15,68677.0,protein_coding,chr3
Rap2b,6792.0,protein_coding,chr3
Fosl2,22041.0,,
Eif2b4,5872.0,,
C330007P06Rik,50374.0,,
Pnrc1,44740.0,,
Tspan17,7399.0,protein_coding,chr13
Elavl2,150022.0,protein_coding,chr4
Stam2,50617.0,protein_coding,chr2
Nfatc2,125247.0,protein_coding,chr2
Polr2b,39177.0,protein_coding,chr5
Cuta,5750.0,protein_coding,chr17
Nampt,33804.0,protein_coding,chr12
Bicd2,45441.0,protein_coding,chr13
Utp14a,25591.0,,
Snx16,22285.0,,
Eral1,7007.0,,
Zscan18,35545.0,,
Filip1,197800.0,protein_coding,chr9
Stard13,196326.0,protein_coding,chr5
Zfp53,21475.0,,
Rad51d,14180.0,protein_coding,chr11
Fam3c,49723.0,protein_coding,chr6
Dennd3,59682.0,protein_coding,chr15
Snrnp200,32065.0,,
Rprd1b,103800.0,protein_coding,chr2
Inha,3289.0,protein_coding,chr1
Ago1,33571.0,protein_coding,chr4
Dars2,30057.0,protein_coding,chr1
Impdh1,15930.0,,
Cacng4,62200.0,protein_coding,chr11
Wdyhv1,17288.0,,
4933431E20Rik,7363.0,processed_transcript,chr3
Ppp6r1,27524.0,protein_coding,chr7
Nop9,9807.0,protein_coding,chr14
Slc4a1ap,29937.0,,
Sytl5,108921.0,,
Hmgcr,21969.0,protein_coding,chr13
Zfp408,6122.0,protein_coding,chr2
Rara,47124.0,protein_coding,chr11
Aph1a,4319.0,,
Phf21b,70668.0,protein_coding,chr15
Nasp,26889.0,,
Dctn2,15582.0,,
Derl2,12677.0,,
Dhps,3405.0,,
Cldn10,87581.0,protein_coding,chr14
Golm1,41185.0,protein_coding,chr13
Ptbp1,10344.0,protein_coding,chr10
Cox7a2,4517.0,,
Snca,98280.0,protein_coding,chr6
Emc3,16778.0,protein_coding,chr6
G6pdx,19711.0,protein_coding,chrX
Prdm2,105604.0,protein_coding,chr4
Entpd7,44025.0,protein_coding,chr19
Gnai1,95220.0,protein_coding,chr5
2300009A05Rik,4799.0,protein_coding,chr9
Rplp0,4260.0,,
Acp2,11213.0,protein_coding,chr2
Itsn1,191316.0,protein_coding,chr16
Dgat1,9938.0,protein_coding,chr15
Wrnip1,20571.0,,
Ppp1r8,16240.0,,
Dnajc14,15384.0,,
Gm10125,102002.0,processed_transcript,chr18
Mak,54698.0,,
Ccl28,30540.0,,
Pomgnt2,15504.0,protein_coding,chr9
Csrnp2,15918.0,protein_coding,chr15
Mlec,15198.0,protein_coding,chr5
Ndufa11,4374.0,,
Sh2b3,22158.0,protein_coding,chr5
Gm15624,6603.0,,
Scarb2,65519.0,protein_coding,chr5
Arhgef3,289012.0,protein_coding,chr14
Sprtn,8275.0,,
Naa60,32395.0,protein_coding,chr16
Plekha2,63232.0,protein_coding,chr8
Shf,20270.0,protein_coding,chr2
Wdr83os,1599.0,,
Pitpnm3,88250.0,protein_coding,chr11
Arcn1,26281.0,,
Puf60,10742.0,protein_coding,chr15
Rab1b,7867.0,protein_coding,chr19
Bag1,11896.0,,
Gramd2,38730.0,protein_coding,chr9
Pank2,36693.0,,
Abca8b,63655.0,protein_coding,chr11
Gsn,51512.0,protein_coding,chr2
Cnp,16825.0,protein_coding,chr11
Kcnd3os,11360.0,,
Slc39a2,3856.0,protein_coding,chr14
Harbi1,10693.0,,
Pask,34712.0,,
C530008M17Rik,217042.0,protein_coding,chr5
Ceacam2,23815.0,,
Tctn3,15787.0,,
Prkaa1,38038.0,,
Fam219a,51847.0,protein_coding,chr4
Ing1,7680.0,protein_coding,chr8
Dnaja4,17442.0,protein_coding,chr9
Sema7a,22753.0,protein_coding,chr9
Zdhhc16,10624.0,,
4930422M22Rik,5668.0,antisense,chr9
Hmgcs1,17881.0,,
Ckap4,7757.0,protein_coding,chr10
Mettl15,188451.0,protein_coding,chr2
Ngrn,4159.0,protein_coding,chr7
Heatr1,45262.0,protein_coding,chr13
Kcnc4,21249.0,protein_coding,chr3
Dixdc1,76765.0,protein_coding,chr9
Gm26839,56242.0,,
Vps37d,5366.0,protein_coding,chr5
Lin54,58721.0,,
Rpl15,3568.0,,
Txndc5,28745.0,,
Fbxl18,28475.0,protein_coding,chr5
4930593A02Rik,104742.0,antisense,chr3
Igdcc3,44683.0,,
Pard6a,2348.0,protein_coding,chr8
Ccdc85b,4714.0,protein_coding,chr19
Gm15965,3330.0,,
Mdh1,15580.0,protein_coding,chr11
Brcc3,37373.0,,
Arl5a,26950.0,protein_coding,chr2
Ube2v2,43696.0,,
Lztfl1,23281.0,,
Dzip1,49940.0,protein_coding,chr14
Rtkn2,80170.0,,
Gtpbp1,30634.0,protein_coding,chr15
Ankrd24,19070.0,protein_coding,chr10
Cbwd1,41694.0,,
Cog2,31241.0,protein_coding,chr8
Gm26782,10279.0,,
Eif3m,17424.0,protein_coding,chr2
Rbm14,11065.0,,
Taldo1,10769.0,protein_coding,chr7
Tsen34,8161.0,protein_coding,chr7
Rfx2,55116.0,,
Zbtb2,21033.0,,
Mrps21,8885.0,protein_coding,chr3
Hgf,66657.0,protein_coding,chr5
Sh3rf1,172199.0,protein_coding,chr8
St6galnac6,21097.0,protein_coding,chr2
Pdxk,28231.0,protein_coding,chr10
Stxbp2,12689.0,protein_coding,chr8
Stt3b,67840.0,protein_coding,chr9
Kcnmb4,56017.0,protein_coding,chr10
Gm4221,89149.0,lincRNA,chr18
Arr3,12996.0,,
Ctdsp2,21258.0,protein_coding,chr10
Tyw1,85944.0,protein_coding,chr5
Asna1,7350.0,protein_coding,chr8
Ift88,93874.0,protein_coding,chr14
2810001G20Rik,3775.0,antisense,chr11
Inpp5f,85097.0,protein_coding,chr7
Fam162a,27833.0,,
Cenpv,14315.0,protein_coding,chr11
Rundc1,10588.0,protein_coding,chr11
Coq2,20417.0,,
Pag1,146200.0,protein_coding,chr3
Map3k9,60165.0,,
Gnl2,38795.0,protein_coding,chr4
Haus2,12177.0,,
Mfhas1,91651.0,,
Park7,17304.0,protein_coding,chr4
Rpl28,2192.0,protein_coding,chr7
Mtr,75401.0,protein_coding,chr13
Rpl35,4044.0,protein_coding,chr2
Onecut2,60967.0,,
Actr6,20324.0,protein_coding,chr10
Immp1l,60920.0,protein_coding,chr2
Faf2,42279.0,protein_coding,chr13
Ranbp17,301951.0,protein_coding,chr11
Plekhm1,48412.0,protein_coding,chr11
Atg14,29756.0,,
Rnf10,31486.0,protein_coding,chr5
Rasl11b,4195.0,protein_coding,chr5
Rxrb,6587.0,protein_coding,chr17
Bivm,25813.0,protein_coding,chr1
Tatdn3,17106.0,,
Patz1,20209.0,,
Mrps18c,5844.0,,
Ppil6,23847.0,,
Zbtb17,23276.0,protein_coding,chr4
Armcx3,4860.0,,
Ydjc,16080.0,protein_coding,chr16
2410002F23Rik,5597.0,protein_coding,chr7
Tgfbrap1,51437.0,protein_coding,chr1
Zfp335,19875.0,protein_coding,chr2
Phyhipl,98283.0,protein_coding,chr10
Dut,11418.0,,
Slc8a1,365272.0,protein_coding,chr17
Polrmt,10458.0,protein_coding,chr10
Tvp23a,26805.0,protein_coding,chr16
Malsu1,12956.0,,
Smyd5,14446.0,,
BC005561,14259.0,,
Napb,38482.0,,
Gm17491,3041.0,,
Uqcr11,3833.0,,
Snapc1,24485.0,protein_coding,chr12
Gm13629,105146.0,antisense,chr2
Usp30,59259.0,protein_coding,chr5
Sh3gl1,19885.0,,
Nop10,1343.0,protein_coding,chr2
Lmnb2,17042.0,protein_coding,chr10
Snx5,20783.0,,
Eif2ak4,86616.0,protein_coding,chr2
Tmed9,23965.0,protein_coding,chr13
Usp54,92151.0,protein_coding,chr14
H2afx,1383.0,protein_coding,chr9
Cd200,26918.0,protein_coding,chr16
1700019A02Rik,29059.0,,
Polr2g,5450.0,protein_coding,chr19
Ndel1,50424.0,protein_coding,chr11
Hrh3,5023.0,protein_coding,chr2
Myo1c,23406.0,protein_coding,chr11
Fpgt,8485.0,protein_coding,chr3
Mrps5,19607.0,,
Gm16068,10962.0,,
Raly,76165.0,protein_coding,chr2
Ccdc171,339125.0,protein_coding,chr4
Tacc2,187347.0,protein_coding,chr7
Myo1b,166306.0,protein_coding,chr1
1700037H04Rik,13757.0,,
Fnta,16928.0,,
Pgp,2718.0,protein_coding,chr17
Pkd2,46369.0,,
Slx4ip,180732.0,protein_coding,chr2
Emc8,14659.0,,
Slc41a2,107034.0,protein_coding,chr10
Cds1,58728.0,protein_coding,chr5
Zswim3,17032.0,protein_coding,chr2
H2afy2,45482.0,,
Sufu,91908.0,protein_coding,chr19
Acad11,64348.0,,
Hebp1,60500.0,protein_coding,chr6
Il1rapl1,1374775.0,protein_coding,chrX
Cwc27,186002.0,protein_coding,chr13
Trmt6,11848.0,,
Herpud1,8939.0,,
Prrg3,10098.0,protein_coding,chrX
Cdk4,4386.0,,
Zmat4,520566.0,protein_coding,chr8
Tmem109,11341.0,protein_coding,chr19
Ptch2,20026.0,protein_coding,chr4
Dnajb4,31791.0,protein_coding,chr3
Akr7a5,7682.0,protein_coding,chr4
Mrpl28,3113.0,protein_coding,chr17
Rian,57908.0,,
Preb,9508.0,,
Gskip,18194.0,,
Sf3b5,3840.0,,
Atg4d,12479.0,protein_coding,chr9
Ppp1r1b,9392.0,,
Rnf219,45109.0,protein_coding,chr14
Dgka,24721.0,protein_coding,chr10
Txndc12,27526.0,,
Ing2,8378.0,,
Med26,53709.0,,
Ube2s,18044.0,protein_coding,chr7
Urm1,24927.0,protein_coding,chr2
Uckl1,15743.0,protein_coding,chr2
Rhobtb1,140357.0,protein_coding,chr10
Ism1,80403.0,protein_coding,chr2
Vars,15335.0,protein_coding,chr17
Egfl7,13106.0,protein_coding,chr2
Cep135,57768.0,protein_coding,chr5
Cbx3,13344.0,,
Zswim5,111888.0,protein_coding,chr4
Gnpat,27024.0,protein_coding,chr8
Degs2,23604.0,,
Tada1,14524.0,protein_coding,chr1
Rhno1,5911.0,protein_coding,chr6
Mamdc2,145833.0,protein_coding,chr19
Zfp157,19226.0,,
Arsa,4949.0,,
Cdk19,144254.0,protein_coding,chr10
Zyx,10583.0,,
Tom1,36416.0,,
E2f4,7707.0,,
Asl,17989.0,,
Tgfbr3,183059.0,protein_coding,chr5
Slc9a7,186053.0,,
Morc2a,41286.0,protein_coding,chr11
Pfn2,6184.0,protein_coding,chr3
Rsl1d1,10361.0,,
Gm13889,1391.0,,
Cib2,15424.0,protein_coding,chr9
Chmp1a,8499.0,,
Adprhl2,5656.0,,
Smox,34426.0,,
Dhx35,63407.0,protein_coding,chr2
Slc22a5,27118.0,,
Ppp2cb,19816.0,,
Rrp36,8028.0,,
Robo2,519986.0,protein_coding,chr16
Mtss1,140771.0,protein_coding,chr15
Mrpl37,10994.0,,
Syt3,16085.0,protein_coding,chr7
Crebrf,60985.0,protein_coding,chr17
Gm16973,4988.0,,
Wdr43,43136.0,,
Taf8,18928.0,protein_coding,chr17
Ube2ql1,37057.0,protein_coding,chr13
Coq9,16574.0,,
Dnaic1,68383.0,protein_coding,chr4
Mrpl45,14204.0,protein_coding,chr11
Prkab2,15619.0,,
Uqcc2,11253.0,protein_coding,chr17
Tmem231,21870.0,protein_coding,chr8
Tifa,42359.0,protein_coding,chr3
Rbm18,20694.0,,
Sil1,233384.0,protein_coding,chr18
Kif1c,31416.0,protein_coding,chr11
5330439K02Rik,8951.0,lincRNA,chr15
Rgsl1,64761.0,,
Rrnad1,8116.0,,
Fbxw17,15916.0,,
Pnma3,3404.0,,
Cope,10475.0,protein_coding,chr8
Scml4,100410.0,protein_coding,chr10
Ccdc22,11708.0,,
Banf1,2530.0,protein_coding,chr19
Nif3l1,36665.0,protein_coding,chr1
Zfp143,34177.0,protein_coding,chr7
Rab11b,18046.0,,
Mthfd2,20217.0,,
Tmem104,59536.0,protein_coding,chr11
Adam17,50123.0,,
Snrpd3,19830.0,protein_coding,chr10
9530068E07Rik,12300.0,,
Rspo3,83451.0,protein_coding,chr10
Ccdc9,12753.0,protein_coding,chr7
Tmem189,47214.0,protein_coding,chr2
Amz2,26867.0,,
Snapin,3007.0,,
Lman2,18950.0,protein_coding,chr13
Peg3,26539.0,,
Slc25a15,23046.0,protein_coding,chr8
Ccndbp1,8501.0,,
Gm3294,47288.0,lincRNA,chr6
Eif4e2,26574.0,,
Cars,42860.0,protein_coding,chr7
B230217C12Rik,3319.0,,
Tm2d2,6049.0,,
Snhg5,1879.0,,
Ccdc62,39216.0,protein_coding,chr5
Plscr4,35083.0,protein_coding,chr9
Tm2d3,10744.0,,
Brms1,8563.0,protein_coding,chr19
Wdsub1,30227.0,,
Prmt7,41858.0,,
Cisd2,17513.0,,
Pphln1,93160.0,protein_coding,chr15
Arl2,7174.0,protein_coding,chr19
Rpl22l1,1988.0,protein_coding,chr3
Dusp7,7092.0,protein_coding,chr9
Crlf3,34498.0,protein_coding,chr11
S100pbp,41722.0,protein_coding,chr4
Rps18,4002.0,,
Nckap5l,35713.0,protein_coding,chr15
Qrsl1,27557.0,,
Nphp1,48165.0,protein_coding,chr2
Gm14634,59214.0,,
Ripk1,34784.0,,
Uqcr10,2369.0,,
Gpd1,7490.0,protein_coding,chr15
Tmed4,4501.0,,
Psenen,1764.0,protein_coding,chr7
Mif,,protein_coding,chr10
Kdm8,17593.0,protein_coding,chr7
Hsd17b4,68068.0,protein_coding,chr18
Gm28750,17926.0,,
Mrps36,8704.0,,
Lmo3,219050.0,protein_coding,chr6
Mpped2,175087.0,protein_coding,chr2
Dhx34,24890.0,protein_coding,chr7
Crlf2,4284.0,,
Elp2,36641.0,protein_coding,chr18
Eif2d,34477.0,protein_coding,chr1
Tbca,54012.0,,
Mrpl48,62550.0,protein_coding,chr7
Cdadc1,38571.0,,
Mapk9,39670.0,protein_coding,chr11
Ipp,30694.0,protein_coding,chr4
Slc1a4,30533.0,protein_coding,chr11
Vcl,104278.0,protein_coding,chr14
4931428F04Rik,9455.0,protein_coding,chr8
Ntan1,16606.0,protein_coding,chr16
Hmces,22694.0,protein_coding,chr6
Ppp4c,6630.0,protein_coding,chr7
Sept9,162664.0,protein_coding,chr11
Akt1,21063.0,protein_coding,chr12
Ttc27,145838.0,protein_coding,chr17
Sncaip,148226.0,protein_coding,chr18
Cpq,511423.0,protein_coding,chr15
Fam189b,6152.0,,
Mdc1,18155.0,protein_coding,chr17
Stradb,22193.0,,
Ddit4,2165.0,,
Ogfr,6591.0,protein_coding,chr2
Gmfb,14093.0,,
Hps5,35598.0,protein_coding,chr7
Itpr2,393924.0,protein_coding,chr6
Nhsl2,242670.0,protein_coding,chrX
Eif6,7093.0,,
Acsf3,42394.0,protein_coding,chr8
Acsl3,49918.0,protein_coding,chr1
Gm17135,58414.0,antisense,chr5
Slc37a4,6116.0,protein_coding,chr9
6720427I07Rik,13595.0,,
4930503L19Rik,20297.0,,
Vps53,133421.0,protein_coding,chr11
Fis1,12959.0,protein_coding,chr5
Yeats4,9286.0,,
Scn9a,154882.0,protein_coding,chr2
Fzd3,70014.0,protein_coding,chr14
Gm28198,13974.0,antisense,chr7
Tdp1,70702.0,protein_coding,chr12
Eif2b2,7147.0,,
Tfr2,17641.0,protein_coding,chr5
Uvssa,41205.0,,
Rab11fip5,39672.0,protein_coding,chr6
Alpk1,110217.0,protein_coding,chr3
Ube2l3,50636.0,protein_coding,chr16
Arpc5,9055.0,protein_coding,chr1
Sulf1,168915.0,protein_coding,chr1
Papss1,78903.0,protein_coding,chr3
Ipo8,60784.0,,
Cdk5rap1,37630.0,,
Psmc1,13251.0,protein_coding,chr12
Etv1,91104.0,protein_coding,chr12
Ammecr1l,22917.0,,
Ctnna1,135920.0,protein_coding,chr18
Acly,51647.0,protein_coding,chr11
Ssh1,56800.0,protein_coding,chr5
Scly,22737.0,,
Mapk6,40943.0,,
Csmd2os,33444.0,antisense,chr4
Rpl10a,2562.0,protein_coding,chr17
AU040320,116526.0,protein_coding,chr4
Tnip1,52132.0,protein_coding,chr11
Alg2,9266.0,protein_coding,chr4
Plod2,66205.0,,
Mobp,31777.0,protein_coding,chr9
Hip1r,31930.0,protein_coding,chr5
Synrg,80150.0,protein_coding,chr11
Syt9,177928.0,protein_coding,chr7
Mtg1,13222.0,protein_coding,chr7
Rab3ip,44985.0,protein_coding,chr10
Utp15,16196.0,,
Cdc5l,41853.0,protein_coding,chr17
Ubxn2a,28673.0,protein_coding,chr12
Hpcal1,101077.0,protein_coding,chr12
Fbxo10,50357.0,protein_coding,chr4
Pik3ca,70815.0,,
Zmynd19,12283.0,,
Ppox,5196.0,,
Colec12,175049.0,protein_coding,chr18
D11Wsu47e,10235.0,protein_coding,chr11
Pja1,5539.0,,
Exoc7,19232.0,protein_coding,chr11
Noa1,15902.0,protein_coding,chr5
Rpl23a,2652.0,protein_coding,chr11
Agap1,442811.0,protein_coding,chr1
Fam53c,14854.0,protein_coding,chr18
Usp36,30593.0,,
Cox20,3563.0,,
Slc25a33,30241.0,protein_coding,chr4
Mrpl41,,protein_coding,chr2
Arfgap3,50508.0,,
2810455O05Rik,2232.0,,
Lancl2,36899.0,protein_coding,chr6
Wbp1,2515.0,,
Tbkbp1,15324.0,protein_coding,chr11
Suv39h1,13589.0,,
Csmd3,1211426.0,protein_coding,chr15
Eps8l1,19813.0,protein_coding,chr7
Necab2,25921.0,protein_coding,chr8
Dram1,56276.0,,
Parp11,47421.0,protein_coding,chr6
Adamts20,195255.0,protein_coding,chr15
Paip2b,26340.0,,
Uqcrc2,24348.0,protein_coding,chr7
Heatr6,30058.0,protein_coding,chr11
Spire2,36802.0,protein_coding,chr8
Hs3st4,416120.0,protein_coding,chr7
Psmb5,3903.0,,
Ghr,265732.0,protein_coding,chr15
Gemin2,15077.0,protein_coding,chr12
Dusp22,51232.0,protein_coding,chr13
Exosc2,10634.0,protein_coding,chr2
Cd81,15195.0,protein_coding,chr7
Pycrl,5083.0,protein_coding,chr15
Ppp1r21,58249.0,,
Aprt,2274.0,protein_coding,chr8
Trappc3,13558.0,protein_coding,chr4
Iglon5,17171.0,protein_coding,chr7
1700021F05Rik,15861.0,protein_coding,chr10
Gemin8,20058.0,protein_coding,chrX
Surf2,3816.0,,
Yipf4,10784.0,,
Abca7,19078.0,protein_coding,chr10
Cage1,31017.0,,
Slc37a3,42902.0,protein_coding,chr6
Stk40,37072.0,protein_coding,chr4
Tmem167,54784.0,protein_coding,chr13
Gm16054,6517.0,,
Ldlrad3,236182.0,protein_coding,chr2
Chst2,7430.0,,
Spata6,109200.0,protein_coding,chr4
Lrrn2,59732.0,protein_coding,chr1
Nol8,25938.0,,
Ing3,26467.0,protein_coding,chr6
Cops4,29494.0,,
Hps3,39370.0,,
Zfp369,25407.0,,
Pex14,139341.0,protein_coding,chr4
Cep97,34967.0,protein_coding,chr16
Fam98a,14860.0,,
Gm9929,13076.0,processed_transcript,chr1
Bloc1s2,7200.0,protein_coding,chr19
Arpc4,12333.0,,
Vps39,36676.0,,
Tnfrsf19,82615.0,,
Sh3bp4,84653.0,,
Optn,43409.0,protein_coding,chr2
Dnajb2,9286.0,protein_coding,chr1
A230077H06Rik,82461.0,antisense,chr7
Grsf1,16723.0,,
Psmb4,2868.0,,
H2afj,1830.0,,
Spop,79326.0,protein_coding,chr11
Mrs2,32896.0,protein_coding,chr13
Chst8,138243.0,protein_coding,chr7
Oat,18920.0,protein_coding,chr7
Usp43,67630.0,protein_coding,chr11
Oscar,6344.0,,
Cse1l,40349.0,,
Zfp61,10193.0,protein_coding,chr7
Fam193b,31804.0,,
Gm13052,38710.0,lincRNA,chr4
Brap,26693.0,protein_coding,chr5
Gm27200,,antisense,chr4
Amigo2,3162.0,,
Apoo,49976.0,,
Commd1,86246.0,protein_coding,chr11
Ssbp1,13348.0,protein_coding,chr6
Mepce,5749.0,protein_coding,chr5
Zfp395,40541.0,protein_coding,chr14
Eif1ad,4785.0,protein_coding,chr19
Tet1,104426.0,protein_coding,chr10
Cxxc5,32291.0,protein_coding,chr18
Hspa12a,147904.0,protein_coding,chr19
Fuca2,19495.0,,
Gm15083,47476.0,lincRNA,chr6
Psmc6,19917.0,protein_coding,chr14
Gm27153,17255.0,,
Ciapin1,18554.0,protein_coding,chr8
2900026A02Rik,134913.0,protein_coding,chr5
Sap30l,8580.0,protein_coding,chr11
Hras,4900.0,protein_coding,chr7
Cd34,22460.0,protein_coding,chr1
Mvb12b,157993.0,protein_coding,chr2
Slc29a1,14406.0,protein_coding,chr17
Zfp273,13262.0,,
Bin3,38101.0,protein_coding,chr14
Rabepk,22356.0,protein_coding,chr2
Ptprq,203002.0,,
Gna13,38538.0,,
Glis1,200470.0,protein_coding,chr4
Timm13,1519.0,,
Dcaf7,22452.0,protein_coding,chr11
Gtf2a2,10316.0,,
Plcb4,355582.0,protein_coding,chr2
Tbk1,40332.0,protein_coding,chr10
Trappc12,59844.0,protein_coding,chr12
Snx24,145258.0,protein_coding,chr18
Parn,130210.0,,
Sertm1,18819.0,protein_coding,chr3
Thpo,10057.0,protein_coding,chr16
Ssx2ip,35502.0,,
Ttc1,18496.0,,
Mapkbp1,54709.0,protein_coding,chr2
Slc25a20,22553.0,protein_coding,chr9
Spint2,25589.0,protein_coding,chr7
Sptlc2,83297.0,protein_coding,chr12
Them4,22451.0,protein_coding,chr3
Gm26911,21572.0,lincRNA,chr6
Larp7,16635.0,,
