chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr7,49467852,49468353,0.5114853022839096,chr7,49467712,49473710,ENSMUSG00000102148.1,+,RP23-329B6.2,TEC,4.11922526670792,4.56568810760154,5.92038883793004
chr7,49467852,49468353,0.5114853022839096,chr7,48906716,49612090,ENSMUSG00000052512.11,+,Nav2,protein_coding,4.11922526670792,4.56568810760154,5.92038883793004
chr1,75128589,75129090,0.6931592624053025,chr1,75123541,75135890,ENSMUSG00000026205.8,-,Slc23a3,protein_coding,1.8808038195258,2.34078425821196,3.0663368483303
chr7,15974632,15975133,0.647140401641476,chr7,15969262,16001495,ENSMUSG00000070808.3,-,Gltscr1,protein_coding,1.8675587222052,2.29443209468301,2.94840081570221
chr17,36944304,36944805,0.6374042664254923,chr17,36940918,36949986,ENSMUSG00000036492.8,+,Rnf39,protein_coding,8.711137951491121,6.822966760266089,8.197362273515104
chr17,12960176,12960677,0.2918188053123194,chr17,12940890,12962747,ENSMUSG00000023832.9,-,Acat2,protein_coding,18.6623421247314,20.9048257515563,23.0447007755285
chr8,13625360,13625861,0.6889039060016477,chr8,13564950,13679603,ENSMUSG00000031453.11,-,Rasa3,protein_coding,1.66888226239613,2.10902344056721,2.71252875044603
chr9,45554660,45555161,0.7190807216922771,chr9,45428293,45755164,ENSMUSG00000032087.9,+,Dscaml1,protein_coding,1.36424502402224,1.15880408822374,2.2643718264593
chr13,55505176,55505677,0.3740096483515353,chr13,55493795,55515676,ENSMUSG00000021493.11,-,Pdlim7,protein_coding,12.286254977989577,12.77562885703203,19.653356515956734
chr13,55505176,55505677,0.3740096483515353,chr13,55505625,55509692,ENSMUSG00000099096.1,-,Mir6945,miRNA,12.286254977989577,12.77562885703203,19.653356515956734
chr17,35749652,35750153,0.4720536950833847,chr17,35741323,35766191,ENSMUSG00000092600.1,-,Gm20442,lincRNA,4.6887644514939,5.33049880582921,6.55724341412172
chrX,170005074,170005575,0.4019961547035715,chrX,169683199,170007736,ENSMUSG00000035299.12,+,Mid1,protein_coding,2.46358810163239,2.61889723938566,3.27862170706086
chr5,112346024,112346525,0.9239442574609772,chr5,112341083,112380414,ENSMUSG00000042328.9,+,Hps4,protein_coding,2.7317560713686153,6.069721417988608,6.625299853003192
chr7,127776103,127776604,0.415391591620912,chr7,127767815,127777150,ENSMUSG00000043964.10,+,Orai3,protein_coding,6.43711729781366,7.92621996345039,8.65650479490169
chr7,127776103,127776604,0.415391591620912,chr7,127774670,127802122,ENSMUSG00000042308.10,+,Setd1a,protein_coding,6.43711729781366,7.92621996345039,8.65650479490169
chr11,60316874,60317375,0.4583052644247352,chr11,60224714,60354905,ENSMUSG00000000538.14,-,Tom1l2,protein_coding,10.466005852598393,12.18319276611724,16.898354265742196
chr4,141649191,141649692,0.8677018858472866,chr4,141623734,141666899,ENSMUSG00000028917.10,-,Plekhm2,protein_coding,2.767772155369589,4.175372061853161,6.190636618646557
chr11,94133069,94133570,0.4750780738217465,chr11,94131485,94157776,ENSMUSG00000086003.3,+,B230206L02Rik,processed_transcript,2.54305868555601,3.19829928349753,3.56166818536827
chr9,108115789,108116290,0.4137135108522172,chr9,108094022,108192384,ENSMUSG00000032589.10,-,Bsn,protein_coding,13.753544049824546,15.351655923915718,15.017859148646068
chr16,32520294,32520795,0.7914107058155895,chr16,32494265,32563966,ENSMUSG00000052363.7,+,Zdhhc19,protein_coding,8.02570721251284,9.403749616322166,9.57551289556507
chr12,28675801,28676302,0.5839793491530996,chr12,28673231,28684175,ENSMUSG00000020629.8,+,Adi1,protein_coding,1.92053911148761,2.41031250350538,2.90122640265098
chr7,97540051,97540552,1.1113737220233515,chr7,97478956,97543397,ENSMUSG00000025133.8,+,Ints4,protein_coding,0.754970547274441,1.08927584293032,1.65110445679324
chr17,34587349,34587850,0.2694105150857619,chr17,34587806,34593754,ENSMUSG00000034786.13,+,Gpsm3,protein_coding,18.4504205676017,19.769197745097,22.4314334058624
chr17,34587349,34587850,0.2694105150857619,chr17,34562268,34590503,ENSMUSG00000015468.10,+,Notch4,protein_coding,18.4504205676017,19.769197745097,22.4314334058624
chr1,92326387,92326888,1.0346204886170915,chr1,92322510,92331888,ENSMUSG00000101265.1,+,Gm29099,lincRNA,1.9216478124350131,3.3091974372635344,5.846426259019894
chr16,34329521,34330022,0.5272982694369343,chr16,33972258,34575532,ENSMUSG00000061751.11,-,Kalrn,protein_coding,8.560967422531036,5.434723607556311,11.726041468317637
chr2,164018888,164019389,0.7780883282079746,chr2,163992960,164020588,ENSMUSG00000018326.5,+,Ywhab,protein_coding,5.323875925498094,6.468217460457199,8.50709061803456
chr7,31208599,31209100,0.8679706192076407,chr7,31206357,31211114,ENSMUSG00000104113.1,+,RP24-427N13.6,TEC,1.15232346689257,1.57597355998429,2.12284858730559
chr7,110221994,110222495,0.9377890239945555,chr7,110219703,110285503,ENSMUSG00000031015.7,+,Swap70,protein_coding,1.07285288296894,1.92361478645141,2.07567417425436
chr7,46569440,46569941,0.8986791686374404,chr7,46559301,46579871,ENSMUSG00000087492.1,+,Gm15700,antisense,2.9777807727783263,3.765638571299479,4.54895675396491
chr7,46569440,46569941,0.8986791686374404,chr7,46441168,46641807,ENSMUSG00000030839.6,-,Sergef,protein_coding,2.9777807727783263,3.765638571299479,4.54895675396491
chr18,35119103,35119604,0.888649242075893,chr18,35116888,35256773,ENSMUSG00000037815.6,+,Ctnna1,protein_coding,1.33775482938103,2.17855168586063,2.50024389171547
chr7,44341041,44341542,0.5394996784535061,chr7,44308253,44360351,ENSMUSG00000038738.11,+,Shank1,protein_coding,5.8076133794651295,4.184239626882557,5.489197058116129
chr7,67965427,67965928,0.8196075976462415,chr7,67950859,68228780,ENSMUSG00000005533.9,+,Igf1r,protein_coding,0.993382299045317,1.29786057881059,1.76904048942133
chr15,82065471,82065972,0.5607488677836407,chr15,82057151,82068538,ENSMUSG00000075524.2,+,4930407I10Rik,protein_coding,12.336107083661352,13.63469443159427,13.085976063848255
chr11,75795887,75796388,0.4562028667827202,chr11,75766966,75798049,ENSMUSG00000020848.7,-,Doc2b,protein_coding,3.25829394086864,3.52276442820017,4.50515644639298
chr11,75795887,75796388,0.4562028667827202,chr11,75792768,75827241,ENSMUSG00000087059.3,+,Gm12339,processed_transcript,3.25829394086864,3.52276442820017,4.50515644639298
chr7,19282335,19282836,0.3860974382959189,chr7,19280662,19298164,ENSMUSG00000030401.11,+,Rtn2,protein_coding,8.66229364767517,11.6112169640019,11.416207958399
chr4,137048529,137049030,0.2532856575105026,chr4,136977732,137050801,ENSMUSG00000060862.9,-,Zbtb40,protein_coding,14.7550384151531,18.401808920993,17.7375793072645
chr5,139460354,139460855,0.2728925662820484,chr5,139357739,139462502,ENSMUSG00000053553.7,-,3110082I17Rik,protein_coding,13.2980777098866,17.474765650414,16.2044108830993
chr16,91694673,91695174,0.4289904638573205,chr16,91686911,91717642,ENSMUSG00000085169.1,+,Gm10785,processed_transcript,4.90068600862357,5.16826623347789,6.65159224022419
chr16,91694673,91695174,0.4289904638573205,chr16,91687322,91730975,ENSMUSG00000058240.9,-,Cryzl1,protein_coding,4.90068600862357,5.16826623347789,6.65159224022419
chr16,91694673,91695174,0.4289904638573205,chr16,91682398,91933687,ENSMUSG00000022956.6,-,Atp5o,protein_coding,4.90068600862357,5.16826623347789,6.65159224022419
chr7,45413489,45413990,0.7730650117092113,chr7,45411695,45419178,ENSMUSG00000074121.2,+,Ntf5,protein_coding,5.522802003605399,6.183828514731097,6.098240218476621
chr15,100422837,100423338,0.2850872466086631,chr15,100420147,100430150,ENSMUSG00000087444.1,+,Gm5475,protein_coding,14.3179502035732,16.7563071157153,17.5960560681108
chr15,100422837,100423338,0.2850872466086631,chr15,100385898,100427072,ENSMUSG00000023030.12,-,Slc11a2,protein_coding,14.3179502035732,16.7563071157153,17.5960560681108
chr5,117515343,117515844,0.4015424056698295,chr5,117412000,117777003,ENSMUSG00000061578.8,+,Ksr2,protein_coding,8.545458789833054,12.92993559618434,12.593395480614697
chr7,19226786,19227287,0.732144756395902,chr7,19226334,19258543,ENSMUSG00000052214.8,+,Opa3,protein_coding,3.9524591202269534,4.616439273971284,4.534638629464094
chr11,116113833,116114334,1.1360812624414958,chr11,116103752,116129210,ENSMUSG00000020773.7,-,Trim47,protein_coding,2.3399990052282216,2.170460274119577,3.8852538672273984
chr15,79403603,79404104,0.4448986579143714,chr15,79358684,79405303,ENSMUSG00000009035.9,-,Tmem184b,protein_coding,4.50333308900544,6.02578125876346,6.17984810971183
chr7,96949897,96950398,0.5232145948660167,chr7,96945578,96953886,ENSMUSG00000085560.1,-,C230038L03Rik,processed_transcript,6.869840789935784,6.704721119113549,7.568798057571381
chr7,96949897,96950398,0.5232145948660167,chr7,96949505,97066761,ENSMUSG00000018995.8,+,Nars2,protein_coding,6.869840789935784,6.704721119113549,7.568798057571381
chr4,133385764,133386265,0.6449290662332946,chr4,133367706,133425702,ENSMUSG00000028854.9,+,Slc9a1,protein_coding,4.686652787907157,5.197633469176149,6.599921142745637
chr4,139075849,139076350,0.5200473157873338,chr4,139059108,139077570,ENSMUSG00000028747.6,-,Htr6,protein_coding,2.31789203110574,3.19829928349753,3.34938332663771
chr4,149654133,149654634,0.9994286352310536,chr4,149653504,149657567,ENSMUSG00000098580.1,-,Mir7023,miRNA,5.932840453412481,8.69070035474981,9.464888456100951
chr4,149654133,149654634,0.9994286352310536,chr4,149647168,149704571,ENSMUSG00000039936.14,-,Pik3cd,protein_coding,5.932840453412481,8.69070035474981,9.464888456100951
chr11,88481570,88482071,0.6445208910881504,chr11,88337382,88720513,ENSMUSG00000069769.9,-,Msi2,protein_coding,2.156036939449653,3.628471625303318,4.211247249991594
chr11,76217352,76217853,0.2571490710636297,chr11,76208571,76219664,ENSMUSG00000049396.6,-,Gemin4,protein_coding,17.2583618087473,21.3451713050813,20.8039161555948
chr11,76217352,76217853,0.2571490710636297,chr11,76215608,76220666,ENSMUSG00000038057.4,+,Dbil5,protein_coding,17.2583618087473,21.3451713050813,20.8039161555948
chr11,76217352,76217853,0.2571490710636297,chr11,76118987,76245725,ENSMUSG00000017286.11,-,Glod4,protein_coding,17.2583618087473,21.3451713050813,20.8039161555948
chr4,57956913,57957414,0.6591429254529955,chr4,57941373,57958411,ENSMUSG00000028367.5,-,Txn1,protein_coding,2.00000969541124,2.71160156644356,3.18427288095839
chr12,103433925,103434426,0.3517297741669073,chr12,103432211,103442239,ENSMUSG00000064215.9,+,Ifi27,protein_coding,8.21196033877462,9.8498347499018,10.5670685234767
chr16,11755598,11756099,1.0030537387421727,chr16,11320908,11757472,ENSMUSG00000071669.10,+,Snx29,protein_coding,3.3867114631239765,5.972169030926184,5.8308092643638805
chr2,157520435,157520936,0.533853115312364,chr2,157519697,157524028,ENSMUSG00000081740.3,-,Gm14279,processed_pseudogene,3.37749981675408,4.77427284348182,4.9297261638541
chr5,129715214,129715715,0.3470952569170544,chr5,129713497,129720875,ENSMUSG00000034211.10,+,Mrps17,protein_coding,9.7086563360029,11.0549910016545,12.4540450455261
chr11,74916131,74916632,0.8493549410402936,chr11,74904359,74927948,ENSMUSG00000001323.13,-,Srr,protein_coding,4.375243265471773,3.600682282876112,6.711841119739586
chr17,12318558,12319059,0.3222779971183797,chr17,12225621,12320660,ENSMUSG00000014426.8,-,Map3k4,protein_coding,13.2053620286424,16.3391376439548,16.6525678070861
chr17,12318558,12319059,0.3222779971183797,chr17,12316885,12329250,ENSMUSG00000097350.1,+,4732491K20Rik,lincRNA,13.2053620286424,16.3391376439548,16.6525678070861
chr11,35648981,35649482,0.8828014241334355,chr11,35119224,35710507,ENSMUSG00000056427.6,+,Slit3,protein_coding,3.0492621712579937,4.317269707392314,5.150839776098134
chr17,25579381,25579882,0.4345826674338372,chr17,25577174,25664826,ENSMUSG00000002279.14,+,Lmf1,protein_coding,2.92716650785353,3.1287710382041,3.98623790282939
chr11,115611823,115612324,0.7848421794855648,chr11,115605918,115614969,ENSMUSG00000020743.11,-,Mif4gd,protein_coding,1.65563716507553,2.78112981173698,2.87763919612536
chr11,115611823,115612324,0.7848421794855648,chr11,115612178,115630295,ENSMUSG00000020744.9,-,Slc25a19,protein_coding,1.65563716507553,2.78112981173698,2.87763919612536
chr15,91752103,91752604,0.7503449352091278,chr15,91671175,91818120,ENSMUSG00000036273.11,+,Lrrk2,protein_coding,0.834441131198067,1.18198016998822,1.41523239153706
chr9,111117832,111118333,0.4679155719920511,chr9,111116111,111227668,ENSMUSG00000032497.11,+,Lrrfip2,protein_coding,5.98678398891311,8.69103066167806,8.34987111006866
chr6,83055016,83055517,0.487931526207317,chr6,83052653,83059680,ENSMUSG00000068328.7,+,Aup1,protein_coding,3.92054880689885,4.77427284348182,5.54299353352016
chr6,83055016,83055517,0.487931526207317,chr6,83049266,83057273,ENSMUSG00000068329.8,-,Htra2,protein_coding,3.92054880689885,4.77427284348182,5.54299353352016
chr2,180822393,180822894,0.2896343315227378,chr2,180816343,180826630,ENSMUSG00000074507.6,-,Gm14340,lincRNA,15.6689501302748,15.22668571926,19.3179221444809
chr7,12422494,12422995,0.5369686338729365,chr7,12413153,12424751,ENSMUSG00000034071.10,-,Zfp551,protein_coding,4.30465662919637,6.60518330287533,6.29778414233992
chr7,19342566,19343067,0.5076635913315013,chr7,19342778,19358524,ENSMUSG00000003549.5,+,Ercc1,protein_coding,17.639489860115887,15.802799934874514,17.935543787455607
chr5,114127993,114128494,0.3739817785339748,chr5,114121926,114130218,ENSMUSG00000044339.8,-,Alkbh2,protein_coding,7.56295057006502,9.22408054226098,9.88303953423381
chr5,114127993,114128494,0.3739817785339748,chr5,114128386,114141323,ENSMUSG00000029591.10,+,Ung,protein_coding,7.56295057006502,9.22408054226098,9.88303953423381
chr19,6941308,6941809,0.2574936860022744,chr19,6936069,6944450,ENSMUSG00000024958.8,-,Gpr137,protein_coding,11.6027052528493,13.8592968951559,13.9872134696913
chr19,6941308,6941809,0.2574936860022744,chr19,6939861,6953898,ENSMUSG00000024959.9,+,Bad,protein_coding,11.6027052528493,13.8592968951559,13.9872134696913
chr7,46181543,46182044,0.707497231324704,chr7,46102523,46182033,ENSMUSG00000040136.9,-,Abcc8,protein_coding,1.40398031598405,2.66524940291461,2.31154623951053
chr4,134287619,134288120,0.3166933437471587,chr4,134273002,134289895,ENSMUSG00000050890.11,-,Pdik1l,protein_coding,7.68215644595045,9.31678486931888,9.64716746897763
chr12,105784439,105784940,0.2710426551040772,chr12,105782694,105840944,ENSMUSG00000021111.11,+,Papola,protein_coding,20.4636753603335,23.2456100097683,24.9080900910523
chr12,105784439,105784940,0.2710426551040772,chr12,105703982,105784447,ENSMUSG00000041323.5,+,Ak7,protein_coding,20.4636753603335,23.2456100097683,24.9080900910523
chr4,137722605,137723106,0.3868136275632399,chr4,137662726,137731861,ENSMUSG00000041351.12,+,Rap1gap,protein_coding,5.76161733446284,7.0918810199293,7.5950805012489
chr8,125844106,125844607,0.8847026258681265,chr8,125749508,125900317,ENSMUSG00000060212.9,-,Pcnxl2,protein_coding,2.3560679529955286,2.2272174893738983,4.958236755249267
chr7,13294119,13294620,0.5408915695801781,chr7,13275283,13313433,ENSMUSG00000056394.13,+,Lig1,protein_coding,1.94702930612882,2.75795372997251,2.85405198959974
chr15,98145443,98145944,0.345289160609078,chr15,98132637,98167625,ENSMUSG00000048175.9,-,Asb8,protein_coding,8.21196033877462,10.0120673222531,10.5198941104255
chr9,110131721,110132222,0.2923605947813725,chr9,110130024,110242177,ENSMUSG00000032481.12,+,Smarcc1,protein_coding,18.808038195258,21.9709255127221,23.2333984277334
chr17,73709892,73710393,0.5306113979484925,chr17,73491228,73712453,ENSMUSG00000024064.9,-,Galnt14,protein_coding,4.14571546134912,6.30389423993715,6.03832487055813
chr5,123344216,123344717,0.363029976064097,chr5,123341834,123376082,ENSMUSG00000029438.5,+,Bcl7a,protein_coding,13.3643031964897,17.2893569962982,17.336596796329
chr5,123344216,123344717,0.363029976064097,chr5,123332332,123346437,ENSMUSG00000087336.1,-,Gm15860,antisense,13.3643031964897,17.2893569962982,17.336596796329
chr8,3676698,3677199,0.4479264675617795,chr8,3674299,3683255,ENSMUSG00000040236.3,+,Trappc5,protein_coding,3.89405861225764,4.40345553525022,5.35429588131522
chr8,111712547,111713048,0.5812028583211626,chr8,111708485,111745849,ENSMUSG00000031955.9,-,Bcar1,protein_coding,5.413642042411301,6.577007772917757,9.17794541208568
chr11,120466752,120467253,0.4849122066850011,chr11,120462866,120469607,ENSMUSG00000057594.8,-,Arl16,protein_coding,2.99339199445656,3.43006010114228,4.22210996808557
chr11,120466752,120467253,0.4849122066850011,chr11,120465635,120485984,ENSMUSG00000025793.11,+,Hgs,protein_coding,2.99339199445656,3.43006010114228,4.22210996808557
chr17,8341080,8341581,0.3870826716385566,chr17,8338406,8346112,ENSMUSG00000055945.7,+,Prr18,protein_coding,4.38412721312,5.79402044111871,5.77886559877633
chr17,8341080,8341581,0.3870826716385566,chr17,8309102,8398852,ENSMUSG00000073468.7,+,Sft2d1,protein_coding,4.38412721312,5.79402044111871,5.77886559877633
chr4,126131247,126131748,0.5615394447057971,chr4,126101957,126143029,ENSMUSG00000042608.11,+,Stk40,protein_coding,1.52318619186949,2.06267127703826,2.2643718264593
chr11,95298074,95298575,0.7465441354565183,chr11,95272259,95312246,ENSMUSG00000038909.12,-,Kat7,protein_coding,1.05960778564834,1.41374098763296,1.79262769594694
chr11,69900295,69900796,0.7054365777269301,chr11,69895352,69902987,ENSMUSG00000018570.13,-,2810408A11Rik,protein_coding,1.20530385617498,1.80773437762904,1.98132534815189
chr11,69900295,69900796,0.7054365777269301,chr11,69899072,69915820,ENSMUSG00000047284.10,+,Neurl4,protein_coding,1.20530385617498,1.80773437762904,1.98132534815189
chr8,3739658,3740159,0.7651598136238651,chr8,3707804,3741044,ENSMUSG00000089956.1,+,Gm16553,antisense,1.41722541330465,2.50301683056328,2.42948227213862
chr17,31277136,31277637,0.3786416333768716,chr17,31253019,31279356,ENSMUSG00000024033.9,-,Rsph1,protein_coding,6.92718589867601,7.71763522757012,9.08107451236281
chr1,155016391,155016892,0.6792349412816892,chr1,155009332,155059179,ENSMUSG00000101880.1,-,Gm29282,lincRNA,5.481789181808273,7.368086975729632,8.436167858793826
chr12,101026452,101026953,0.899777946330225,chr12,100910700,101030983,ENSMUSG00000021182.10,-,Ccdc88c,protein_coding,3.0054846990132282,4.0222391691988335,5.010290898724707
chr9,20952696,20953197,0.2745944769727924,chr9,20905206,20961888,ENSMUSG00000004099.11,-,Dnmt1,protein_coding,18.3841950809987,20.9975300786142,22.4314334058624
chr8,14348860,14349361,0.6038789065908046,chr8,14093865,14849680,ENSMUSG00000047495.11,+,Dlgap2,protein_coding,5.498421085570863,4.699213540006778,11.685700491754833
chr7,19094477,19094978,0.7416050856449684,chr7,19092594,19100549,ENSMUSG00000040841.5,+,Six5,protein_coding,1.74835284631976,3.17512320173305,2.94840081570221
chr7,19094477,19094978,0.7416050856449684,chr7,19081849,19095821,ENSMUSG00000030409.11,+,Dmpk,protein_coding,1.74835284631976,3.17512320173305,2.94840081570221
chr19,57802746,57803247,0.3245520692782229,chr19,57609034,58135338,ENSMUSG00000054843.8,+,Atrnl1,protein_coding,5.9602937942719,6.37342248523058,7.52431888167204
chr2,38950339,38950840,0.5576375187075575,chr2,38929978,38965753,ENSMUSG00000046618.7,+,Olfml2a,protein_coding,3.57617627656314,4.21804688113442,5.30712146826398
chr7,63729879,63730380,0.5550617248948482,chr7,63442751,63761028,ENSMUSG00000033510.10,+,Otud7a,protein_coding,5.634730813032139,6.62903327665881,9.329546757087023
chr10,81298658,81299159,0.4431471304780933,chr10,81290963,81321973,ENSMUSG00000034902.13,+,Pip5k1c,protein_coding,6.50334278441668,6.55883113934638,8.91596406668349
chr15,64191219,64191720,0.7126923937297296,chr15,64084857,64384919,ENSMUSG00000022377.12,-,Asap1,protein_coding,4.501579098596782,2.6209878590768443,9.645787850111544
chr4,44233001,44233502,0.5449852175372358,chr4,44124210,44235789,ENSMUSG00000035696.11,-,Rnf38,protein_coding,2.96690179981535,3.91675781819625,4.36363320723927
chr5,143269775,143270276,0.3946283492286923,chr5,143247697,143272022,ENSMUSG00000046658.12,-,Zfp316,protein_coding,8.34441131198066,9.80348258637285,11.0623998605147
chr2,165388077,165388578,0.3597025762021079,chr2,165372264,165390259,ENSMUSG00000017667.9,-,Zfp334,protein_coding,10.0795190609798,12.9786057881059,13.0437252086666
chr11,67094355,67094856,0.8986791686374404,chr11,67076300,67104291,ENSMUSG00000020908.10,+,Myh3,protein_coding,2.845901186594706,4.897874346750225,6.22772838398368
chr7,19573750,19574251,0.5663211683640097,chr7,19562946,19575823,ENSMUSG00000044709.5,-,Gemin7,protein_coding,1.54967638651069,2.24807993115406,2.31154623951053
chr17,35058772,35059273,0.6694672482183812,chr17,35047966,35060749,ENSMUSG00000007041.9,+,Clic1,protein_coding,2.26491164182332,2.92018630232383,3.63242980494512
chr17,35058772,35059273,0.6694672482183812,chr17,35057035,35064095,ENSMUSG00000007039.8,+,Ddah2,protein_coding,2.26491164182332,2.92018630232383,3.63242980494512
chr16,22657017,22657518,0.4392946961265468,chr16,22466461,22659221,ENSMUSG00000022861.12,-,Dgkg,protein_coding,7.41725449953837,9.08502405167413,10.1424988060156
chr19,46319009,46319510,0.3308981864866983,chr19,46310087,46329156,ENSMUSG00000037126.11,-,Psd,protein_coding,16.3047148016638,17.2661809145337,20.6859801229667
chr4,118261298,118261799,0.720071924095327,chr4,118206213,118293405,ENSMUSG00000033295.9,-,Ptprf,protein_coding,1.97351950077003,2.24807993115406,3.27862170706086
chr5,121348042,121348543,0.7157717866617015,chr5,121218219,121370577,ENSMUSG00000042744.12,+,Gm15800,protein_coding,3.2886367753118337,5.767003028930542,4.589297317459198
chr7,19534830,19535331,0.9098054066178198,chr7,19528967,19564398,ENSMUSG00000051403.8,-,Ppp1r37,protein_coding,2.9157181390507256,5.2100508679410895,4.2398763093167915
chr11,115403479,115403980,0.2946178088711447,chr11,115401752,115414674,ENSMUSG00000018858.11,+,Ict1,protein_coding,9.19209754049933,11.2403996557703,11.3690335453477
chr7,27259726,27260227,0.4791831591414897,chr7,27247263,27259932,ENSMUSG00000084974.1,-,Gm15567,processed_transcript,4.14571546134912,5.33049880582921,5.82604001182757
chr7,27259726,27260227,0.4791831591414897,chr7,27231023,27264252,ENSMUSG00000003762.9,+,Adck4,protein_coding,4.14571546134912,5.33049880582921,5.82604001182757
chr7,27259726,27260227,0.4791831591414897,chr7,27256433,27284144,ENSMUSG00000063160.8,+,Numbl,protein_coding,4.14571546134912,5.33049880582921,5.82604001182757
chr11,116298557,116299058,0.4436964296572188,chr11,116286001,116309233,ENSMUSG00000020792.11,-,Exoc7,protein_coding,5.12585266307384,5.12191406994894,7.02898754463407
chr5,123132466,123132967,0.2691559233401897,chr5,123101044,123134692,ENSMUSG00000029449.7,-,Rhof,protein_coding,13.3907933911309,13.7202404045691,16.2751725026762
chr5,123132466,123132967,0.2691559233401897,chr5,123131723,123143666,ENSMUSG00000090086.3,-,AI480526,lincRNA,13.3907933911309,13.7202404045691,16.2751725026762
chr5,123132466,123132967,0.2691559233401897,chr5,123045373,123232871,ENSMUSG00000097213.1,-,Gm26745,lincRNA,13.3907933911309,13.7202404045691,16.2751725026762
chr1,133210033,133210534,0.2672620485071852,chr1,133179321,133305435,ENSMUSG00000041757.11,+,Plekha6,protein_coding,13.019930666154,13.372599178102,15.8034283721639
chr4,129542515,129543016,0.3345787004304985,chr4,129514104,129544713,ENSMUSG00000028800.11,-,Hdac1,protein_coding,9.58945046011746,11.6112169640019,12.1945857737443
chr5,123572801,123573302,0.3507636546716037,chr5,123526764,123575015,ENSMUSG00000029434.8,-,Vps33a,protein_coding,11.4437640850021,13.0249579516349,14.7184168719854
chr7,61790442,61790943,0.3351374648352551,chr7,61788519,61792581,ENSMUSG00000092921.1,-,Mir344b,miRNA,7.97354858700375,8.48244592579779,10.1424988060156
chr13,48604802,48605303,0.4496579878959357,chr13,48575873,48627573,ENSMUSG00000038042.9,-,Ptpdc1,protein_coding,7.1585340280970655,5.12491116837827,10.010168284951094
chr2,144372888,144373389,0.7456070162024646,chr2,144366996,144375721,ENSMUSG00000098387.2,+,Pet117,protein_coding,2.736743753779672,2.558316124175599,4.312105088414784
chr2,144372888,144373389,0.7456070162024646,chr2,144366983,144409676,ENSMUSG00000027425.14,+,Csrp2bp,protein_coding,2.736743753779672,2.558316124175599,4.312105088414784
chr7,112022339,112022840,0.684678017560133,chr7,112021506,112113386,ENSMUSG00000059263.7,+,Usp47,protein_coding,1.47020580258707,1.94679086821589,2.38230785908739
chr2,157468362,157468863,0.7052749221672465,chr2,157416444,157473862,ENSMUSG00000027646.11,+,Src,protein_coding,1.37749012134284,1.87726262292246,2.2643718264593
chr6,88816871,88817372,0.7618920997899543,chr6,88722412,88830360,ENSMUSG00000033174.13,+,Mgll,protein_coding,3.5180357197325627,5.100079755345266,6.869303373043647
chr4,150098878,150099379,0.720071924095327,chr4,150085365,150107927,ENSMUSG00000047875.6,+,Gpr157,protein_coding,5.576550982431499,6.699984554283158,8.192813174215381
chr14,32165598,32166099,0.8527744615814408,chr14,32157865,32181855,ENSMUSG00000056234.10,+,Ncoa4,protein_coding,5.969968226617444,4.6436384357140215,8.117321032487942
chr2,32897504,32898005,0.6009673111709011,chr2,32874114,32927254,ENSMUSG00000026796.12,+,Fam129b,protein_coding,8.539922771339645,8.07640988622121,10.575619419653734
chr4,126249557,126250058,0.8196075976462415,chr4,126230167,126258343,ENSMUSG00000028849.13,-,Map7d1,protein_coding,4.169113889663757,3.7957940753586517,6.466530390604289
chr4,114515072,114515573,0.3716554758946627,chr4,114404724,114617098,ENSMUSG00000070867.4,+,Trabd2b,protein_coding,3.50995078996012,4.10216647231205,4.57591806596983
chr15,86228136,86228637,0.7217602742480969,chr15,86212459,86500503,ENSMUSG00000051864.9,+,Tbc1d22a,protein_coding,5.031306608470376,6.161361023872912,9.736885725143189
chr17,43699224,43699725,0.7041303802263057,chr17,43696363,43700552,ENSMUSG00000084474.1,+,Gm25783,snRNA,1.53643128919009,2.59572115762118,2.52383109824109
chr17,43699224,43699725,0.7041303802263057,chr17,43665425,43753431,ENSMUSG00000023963.9,+,Cyp39a1,protein_coding,1.53643128919009,2.59572115762118,2.52383109824109
chr7,47133407,47133908,0.6305737732562244,chr7,47075798,47135684,ENSMUSG00000030854.11,-,Ptpn5,protein_coding,1.49669599722828,2.45666466703433,2.33513344603615
chr5,123326639,123327140,0.6853065059346506,chr5,123250102,123329484,ENSMUSG00000029442.14,+,Wdr66,protein_coding,2.37087242038816,3.54594050996465,3.84471466367568
chr9,115967736,115968237,0.4673058537153604,chr9,115907455,116078176,ENSMUSG00000056880.8,+,Gadl1,protein_coding,1.5761665811519,1.87726262292246,2.19361020688244
chr11,100414217,100414718,0.3669175568879993,chr11,100406456,100416836,ENSMUSG00000006931.11,-,Leprel4,protein_coding,5.6424114585774,7.71763522757012,7.3356212294671
chr11,100414217,100414718,0.3669175568879993,chr11,100413697,100426824,ENSMUSG00000001555.6,+,Fkbp10,protein_coding,5.6424114585774,7.71763522757012,7.3356212294671
chr2,3283214,3283715,0.3237709873980688,chr2,3282212,3330877,ENSMUSG00000026643.12,+,Nmt2,protein_coding,8.09275446288918,9.71077825931495,10.2132604255925
chr7,90175589,90176090,0.8702336707162095,chr7,90128232,90211447,ENSMUSG00000039361.9,+,Picalm,protein_coding,3.0132418164236103,3.0088446497203347,5.131972485197756
